Défi,Livrable,Tâche,Fait le,Cat,OK
Prédisauvetage,,LLL + atelier ligne de commandes,<2018-05-04 ven.>,A,
Prédisauvetage,,Publication d'un jeu de données sur data.gouv.fr concernant les vacances scolaires https://www.data.gouv.fr/fr...,<2018-05-04 ven.>,D,
Archifiltre,,"Finitions sur les tags, commentaires et le renommage dans Stalactites",<2018-05-11 ven.>,P,
Archifiltre,,Nouvelles optimisations de perfs,<2018-05-11 ven.>,P,
Archifiltre,,Ecriture d'un changelog,<2018-05-11 ven.>,C,
Archifiltre,,Rencontre avec la documentation,<2018-05-11 ven.>,U,
b@liseNAV,,Suite de l'API pour le SNI (Loader/Model),<2018-05-11 ven.>,P,
b@liseNAV,,Mini lib JS basée sur le modèle S-124-NIORD,<2018-05-11 ven.>,P,
b@liseNAV,,Mapping (partiel) entre les modèles Aladin et S-124-NIORD,<2018-05-11 ven.>,D,
b@liseNAV,,Mise en place d’une landing page sur balisenav.com,<2018-05-11 ven.>,P,
BrigadeNumérique,,"Réunion cadrage sur l’outil de Prise de RdV (la 3ème avec DOE, CAB, STSISI...)",<2018-05-11 ven.>,M,
BrigadeNumérique,,Rédaction de la note de cadrage avec un rétro-planning,<2018-05-11 ven.>,C,
BrigadeNumérique,,Atelier de faisabilité pour l’outil de Prise de RdV face aux contraintes planning,<2018-05-11 ven.>,PU,
BrigadeNumérique,,Sensibilisation interne pour travailler en collaboration avec des développeurs STSI2,<2018-05-11 ven.>,T,
BrigadeNumérique,,Suivi projet ouverture horaires d’ouverture,<2018-05-11 ven.>,T,
BrigadeNumérique,,Suivi hebdomadaire de l’activité BNum,<2018-05-11 ven.>,M,
BrigadeNumérique,,Création de vidéos guides utilisateurs et administrateurs,<2018-05-11 ven.>,M,
BrigadeNumérique,,"Retour sur les fondamentaux de développement JavaSript, HTML, CSS (pour JB)",<2018-05-11 ven.>,A,
BrigadeNumérique,,Prise en main outils de reporting BNUM pour Mission du pilotage et de la performance,<2018-05-11 ven.>,T,
BrigadeNumérique,,"Recette des correctifs, évolutions et suivi des livraisons plateformes de la BNum",<2018-05-11 ven.>,P,
EIG Node,,Diffusion de l’appel à projets EIG 3,<2018-05-11 ven.>,P,
EIG Node,,Préparation de la session DSI,<2018-05-11 ven.>,P,
EIG Node,,Préparation de l’événement d’information EIG 3 du 15 mai,<2018-05-11 ven.>,P,
EIG Node,,"Bastien est en train de recevoir son ordinateur, grâce à super-Paul + on a reçu de...",<2018-05-11 ven.>,I,
EIG Node,,On a réorganisé notre stand up interne pour plus de fluidité,<2018-05-11 ven.>,M,
EIG Link,Site,Avancée sur le site v2 : ajout de biographies,<2018-05-11 ven.>,P,
EIG Link,Ouverture,Début de réflexion sur des défis EIG 3,<2018-05-11 ven.>,M,1
EIG Link,Animation,Réunion LLL pour la suite de l'animation,<2018-05-11 ven.>,M,
EIG Link,Ouverture,Organisation de l'événement wiki·data·gouv,<2018-05-11 ven.>,P,1
EIG Link,floss-helper,Lecture d'informations pour project floss-helper,<2018-05-11 ven.>,AP,
EIG Link,Datapad,Début du prototype datapad,<2018-05-11 ven.>,P,1
Gobelins,,Maquettes,<2018-05-11 ven.>,P,1
Gobelins,,Relevé d’incohérences et prises de contact avec les personnes concernées,<2018-05-11 ven.>,D,-1
Gobelins,,Point équipe sur les RDV à venir,<2018-05-11 ven.>,M,1
Gobelins,,Organisation des RDV à venir,<2018-05-11 ven.>,M,1
EIG Link,,Atelier Open Source à Ségur,<2018-05-18 ven.>,A,1
EIG Link,,Réunion d'information sur EIG au LLL,<2018-05-18 ven.>,A,1
EIG Link,,Préparation de la session du 16 mai,<2018-05-18 ven.>,M,
EIG Link,,Suivi de contacts pour des idées EIG 3,<2018-05-18 ven.>,M,
EIG Link,,Suivi des tâches pour le site v2,<2018-05-18 ven.>,M,
EIG Link,,Suivi projet Wikipédia avec Gobelins,<2018-05-18 ven.>,M,
EIG Link,,Organisation de l'Étalab talk du 4 juin,<2018-05-18 ven.>,MT,
EIG Link,,Avancée sur l'entrée de blog sur le 16 mai,<2018-05-18 ven.>,P,
EIG Link,,Session du 16 mai,<2018-05-18 ven.>,P,1
EIG Link,,Atelier Internet Governance Forum,<2018-05-18 ven.>,T,
EIG Link,,Premier Fridaylab : réparation https://agd.data.gouv.fr,<2018-05-18 ven.>,T,1
Signaux Faibles,,Déverminage suite à l'intégration des batches d'intégration dans le modèle de données,<2018-05-18 ven.>,P,
Signaux Faibles,,Intégration des entreprises dans le modèle de données,<2018-05-18 ven.>,P,1
Signaux Faibles,,Rencontre Olivia Grégoire (député de Paris),<2018-05-18 ven.>,C,1
Signaux Faibles,,Rencontre Rémi Rebeyrote (député de la saone et loire),<2018-05-18 ven.>,C,1
Signaux Faibles,,Réunion bimestrielle signaux faibles en présentiel.,<2018-05-18 ven.>,U,1
Signaux Faibles,,Mesure des métriques de performance des versions l'algorithme,<2018-05-18 ven.>,P,1
Signaux Faibles,,Méditation sur les suites de test à mettre en place,<2018-05-18 ven.>,A,
Signaux Faibles,,Analyse de quelques menues informations saupoudrées par la DGFIP,<2018-05-18 ven.>,P,
Archifiltre,,Rencontre avec de potentiels utilisateurs de Stalactites,<2018-05-22 mar.>,U,
Archifiltre,,Présentation de Stalactites au Ministère des Armées,<2018-05-22 mar.>,C,
Archifiltre,Stalactites v5,Sortie de Stalactites v5 Elegant Elephant :),<2018-05-22 mar.>,P,
Archifiltre,,Bases pour la v6 : optimisations de perf et améliorations d'UI,<2018-05-22 mar.>,P,
BrigadeNumérique,,Réunions (avec decision positive) sur l'allocation de ressources gendarmerie (dev) nécessaires à l'implementation du projet prise de rendez-vous (RDV),<2018-05-25 ven.>,M,
BrigadeNumérique,,Décision hébergement outil de prise de RDV sur le site web principal de la gendarmerie,<2018-05-25 ven.>,M,
BrigadeNumérique,,Evolutions de maquettes outil RDV,<2018-05-25 ven.>,T,
BrigadeNumérique,,Fiche projet outil prise de RDV,<2018-05-25 ven.>,P,
BrigadeNumérique,,Spécifications numérisation et publication des horaires d'accueil en brigade,<2018-05-25 ven.>,P,
BrigadeNumérique,,"Réunions création et publication des données sur l'accessibilité des personnes à mobilité réduite dans les unités de gendarmerie (""ok"")",<2018-05-25 ven.>,M,
BrigadeNumérique,,Réunion Open Street Map,<2018-05-25 ven.>,M,
BrigadeNumérique,,"Réunion DICOM sur l'évolution du module ""trouver ma brigade"" situé sur le site web gendarmerie",<2018-05-25 ven.>,M,
BrigadeNumérique,,Conception et mise en place d'un plan d'integration des 100 Fb Messengers des groupements de gendarmerie dans l'interface de la Brigade numérique (BNum),<2018-05-25 ven.>,G,
BrigadeNumérique,,"Evolutions de la plateforme d'accueil numérique (création d'une page chat sur le site web de la gendarmerie, integration de 10 comptes Fb Messenger)",<2018-05-25 ven.>,T,
BrigadeNumérique,,Automatisation d'une partie du reporting hebdomadaire de la BNum (au revoir feuille excel pour l'édition des camemberts),<2018-05-25 ven.>,T,
DataESR,,Préparation pour mettre le code sur le repo du MESRI,<2018-05-25 ven.>,C,
DataESR,,Ajout de fonctionnalité d’import / export de données,<2018-05-25 ven.>,P,
DataESR,,Rédaction des ReadMe et de documentations d’archi,<2018-05-25 ven.>,D,
DataESR,,Amélioration de l’UX suivant premiers retours utilisateurs,<2018-05-25 ven.>,P,
DataESR,,Publication code part of speech pour le FR version 0.2.1,<2018-05-25 ven.>,P,
DataESR,,Réception des données de la base PascalFrancis (publis scientifiques),<2018-05-25 ven.>,D,
DataESR,,Sami se bat pour réinstaller ubuntu sur une machine après un gros fail,<2018-05-25 ven.>,X,
EIG Node,,Visite Mobilier national : MCC embarqué pour accompagner Laurie et Ned dans les partenariats,<2018-05-25 ven.>,M,
EIG Node,,Démarchage d’administrations pour l’appel à projets EIG3,<2018-05-25 ven.>,T,
EIG Node,,Rédaction/publication de l'article de blog sur la session DSI,<2018-05-25 ven.>,C,
EIG Node,,Formalisation d’un planning de com / éditorial,<2018-05-25 ven.>,C,
EIG Node,,Sprints de rédaction de contenu pour le site v2,<2018-05-25 ven.>,C,
EIG Node,,Note sur la future organisation de l’administration générale des données au MEN,<2018-05-25 ven.>,P,
EIG Node,,Préparation de la présélection et du jury de l’appel à projets EIG3 (aura lieu le 04/07),<2018-05-25 ven.>,M,
EIG Node,,Réunion pérennisation sur les outils EIG LINK,<2018-05-25 ven.>,M,
EIG Node,,Préparation des futures sessions,<2018-05-25 ven.>,M,
EIG Node,,Rencontre Dora à un forum Open d'État,<2018-05-25 ven.>,X,
EIG Link,suivi,Suivi interne ouverture SHOM,<2018-05-25 ven.>,M,
EIG Link,suivi,Participation réunion Gobelins,<2018-05-25 ven.>,M,1
EIG Link,animation,Participation EIG Off « graphe »,<2018-05-25 ven.>,P,1
EIG Link,suivi,Participation Étalab talk DataESR,<2018-05-25 ven.>,M,
EIG Link,site,Publication entrée de blog session DSI,<2018-05-25 ven.>,P,1
EIG Link,suivi,Réunion pérennisation post-EIG Link,<2018-05-25 ven.>,M,
EIG Link,,Suivi de propositions pour l'internet governance forum,<2018-05-25 ven.>,T,-1
Gobelins,,Slides pour présentation du projet et point d’étape,<2018-05-25 ven.>,C,1
Gobelins,,Réunion avec direction innovation du MCC + Étalab + mentors (15 personnes),<2018-05-25 ven.>,M,1
Gobelins,,Réunion/réflexion sur la pérennisation du projet (horizon 2-3 ans),<2018-05-25 ven.>,M,1
Gobelins,,Maquettes,<2018-05-25 ven.>,P,1
Gobelins,,"Réflexion UX sur la recherche (autocomplete, multi-critères)",<2018-05-25 ven.>,U,
Gobelins,,Complété la tâche d’import et mapping des données SCOM,<2018-05-25 ven.>,P,1
Gobelins,,Réflexion sur notre stratégie éditoriale pour la valorisation des savoir-faire,<2018-05-25 ven.>,MU,1
Gobelins,,"Classification objet en cours de vérification par les inspecteurs, classification style validée",<2018-05-25 ven.>,DU,1
Gobelins,,Démarrage de la procédure litigieuse SYRELI (AFNIC) pour récupération du domaine mobiliernational.fr,<2018-05-25 ven.>,M,1
Hopkins,Graphe,Réflexion et création d'un nouveau projet plus propre pour la création de graphe,<2018-05-25 ven.>,P,
Hopkins,Graphe,MAJ données de graphes sur pays demandés par enquêteur,<2018-05-25 ven.>,P,
Hopkins,Graphe,Détection de sous graphes suspects : étude des noeuds de top betweenness,<2018-05-25 ven.>,P,
Hopkins,,Atelier graphes,<2018-05-25 ven.>,A,
Prévisecours,,Présentation de l'avancée à 4 mois du projet au CoMGM,<2018-05-25 ven.>,C,1
Prévisecours,,"Ajout de features calendaires supplémentaires, natalité, mortalité, accroissement, superficie, densité et fix de duplication de données",<2018-05-25 ven.>,P,
Prévisecours,,Refacto des scripts calculant les corrélations linéaires et non linéaires avec génération de rapport,<2018-05-25 ven.>,P,
Prévisecours,,Nouvelles subdivisions des communes selon une classification par distritbution de population et IDH2,<2018-05-25 ven.>,P,
Prévisecours,,Reimpact des classes de communes pour calcul de volume en tant que features,<2018-05-25 ven.>,P,
Prévisecours,,Draft final pour l'article sur l'Intérêt Général,<2018-05-25 ven.>,C,
Prévisecours,,Présentation d'introduction aux graphes pour la session EIG off,<2018-05-25 ven.>,C,
Prévisecours,,Amélioration des modèles de prédiction avec nouvelles features intégrées,<2018-05-25 ven.>,P,
Prévisecours,,Copil #3 avec le SDIS 91,<2018-05-25 ven.>,M,
Prévisecours,,Réunion avec les utilisateurs cible à Evry,<2018-05-25 ven.>,R,1
Prévisecours,,Début de discussion pour l'ouverture des données interventions des sapeurs pompiers de l'Essonne,<2018-05-25 ven.>,D,1
Prévisecours,,Tutos NetNinja VueJS dont Julien avait parlé,<2018-05-25 ven.>,A,
Prévisecours,,Lecture et test sur CartAV pour voir les bouts de code réutilisables pour previsecours,<2018-05-25 ven.>,A,
SocialConnect,CIS,489 utilisateurs sur le Carrefour !,<2018-05-25 ven.>,,1
SocialConnect,CIS,Intégration premiers écrans “Mon compte” en prod,<2018-05-25 ven.>,P,
SocialConnect,CIS,Amélioration du back office du moteur de recherche,<2018-05-25 ven.>,P,
SocialConnect,Solidata,"Sprint UX : benchmark UX (superset, dataiku, parabola, ...) + Macrozoning papiers des écrans",<2018-05-25 ven.>,P,
SocialConnect,,"COPIL du projet. Discussion modèle éco : charges en termes de temps-homme, calendrier, et brainstorming sur les scénarii de pérennisation du projet",<2018-05-25 ven.>,M,
SocialConnect,,Préparation IGF,<2018-05-25 ven.>,M,
SocialConnect,,EIG off graph (avec Benoît Guigal) - [[https://annuel2.framapad.org/p/EIGOFF-23052018-graphes][pad]],<2018-05-25 ven.>,M,
BrigadeNumérique,,Evolutions des maquettes,<2018-06-08 ven.>,A,
BrigadeNumérique,,Réunion avec la DSI gendarmerie et la DILA sur l'hébergement et la pérénisation de l'outil prise de RDV,<2018-06-08 ven.>,M,
BrigadeNumérique,,Avancements sur la publication des horaires d'accueil en brigades,<2018-06-08 ven.>,M,
BrigadeNumérique,,Fiche décision sur hébergement de l'application RDV,<2018-06-08 ven.>,P,
BrigadeNumérique,,Spécs application RDV,<2018-06-08 ven.>,P,
BrigadeNumérique,,V1 d'un model de fichier compatible Open Street Maps pour le chargement des horaires d'accueil en brigade,<2018-06-08 ven.>,C,
BrigadeNumérique,,"Article blog Etalab, v2",<2018-06-08 ven.>,P,
CoachÉlèves,,RDV mi-parcours avec Étalab et mentors,<2018-06-08 ven.>,M,
CoachÉlèves,,"RDV JM Merriaux, support hiérarchique demandé et obtenu oralement",<2018-06-08 ven.>,C,
CoachÉlèves,,Atelier graphisme au ministère avec stagiaire MICOM,<2018-06-08 ven.>,A,
CoachÉlèves,,Réunion cartographie et obtention des données de carto mise à jour,<2018-06-08 ven.>,M,
CoachÉlèves,,"Pitch au 110 bis, présentation du programme et de Coach Eleve",<2018-06-08 ven.>,C,
EIG Node,,Intervention aux Rencontres des acteurs publics,<2018-06-08 ven.>,C,
EIG Node,,Présence inauguration lab 110 bis,<2018-06-08 ven.>,C,
EIG Node,,Publication blogpost Tiphaine et relecture blogpost Antoine,<2018-06-08 ven.>,C,
EIG Node,,Travail sur le site v2,<2018-06-08 ven.>,C,
EIG Node,,Rétroplanning mois de juin (réception candidatures EIG3 and co),<2018-06-08 ven.>,M,
EIG Node,,Bastien a un nouvel ordi,<2018-06-08 ven.>,S,
EIG Node,,"Rédaction d’un bilan 360° pour Laure Lucchesi, back on track",<2018-06-08 ven.>,M,
EIG Node,,Orga lancement Appel à manisfestation d’intérêts IA,<2018-06-08 ven.>,C,
EIG Node,,Réunions EIG-Link avec Coach E et Gobelins,<2018-06-08 ven.>,M,
Gobelins,,"Moteur de recherche, gestion des auteurs, périodes, années de conception,",<2018-06-08 ven.>,P,1
Gobelins,,"Backend: gestion images, mise en place de Glide, package de traitement d’images via URL",<2018-06-08 ven.>,P,1
Gobelins,,Mise à jour de la tâche d’import des données,<2018-06-08 ven.>,P,1
Gobelins,,Réunion préparatoire pour le partenariat Wikipedia avec Bastien + Hélène,<2018-06-08 ven.>,M,1
Gobelins,,Réunion préparatoire CMS,<2018-06-08 ven.>,M,1
Gobelins,,Annulation de la procédure SYRELI pour nom de domaine (Ned pas représentant du MN),<2018-06-08 ven.>,S,-1
Gobelins,,« Livraison » des maquettes desktop recherche,<2018-06-08 ven.>,P,1
Gobelins,,Maquettes mobile + tablette en cours,<2018-06-08 ven.>,P,1
Hopkins,Graphe,"Etude du graphe de personnes ""centrales""",<2018-06-08 ven.>,P,
Hopkins,Graphe,Débuggage d'entités matchés par erreur,<2018-06-08 ven.>,P,
Hopkins,Graphe,Recette de fusion d'entités,<2018-06-08 ven.>,P,
Hopkins,Graphe,Matching complet terminé en 30h,<2018-06-08 ven.>,P,
Hopkins,Graphe,Création d'un nouveau graphes comprenant l'ensemble des pays visés pour les enquêteurs,<2018-06-08 ven.>,P,
Hopkins,Graphe,Feature: ajout de boutons de zooms,<2018-06-08 ven.>,P,
Hopkins,Graphe,Feature: visualiser les personnes déjà connues sous forme d'étoile,<2018-06-08 ven.>,P,
Hopkins,Graphe,Maquettes Sketch d'une version 0.3.0,<2018-06-08 ven.>,P,
Hopkins,Graphe,Présentation de graph-explorer à la CAS (Cellule d'Analyse Stratégique),<2018-06-08 ven.>,C,
Hopkins,Text,Refactoring code Web App,<2018-06-08 ven.>,P,
Hopkins,Text,Fix bugs Web App Validation,<2018-06-08 ven.>,P,
Hopkins,Text,Refactoring code modèle Tensorflow,<2018-06-08 ven.>,P,
Hopkins,Text,Préparation données pour classification,<2018-06-08 ven.>,P,
Hopkins,Text,Blog posts et Traduction (x2),<2018-06-08 ven.>,C,
Lab Santé,Formation,Finalisation de la formation python,<2018-06-08 ven.>,PT,1
Lab Santé,Communauté,Mutualisation shinyapps.io avec DARES,<2018-06-08 ven.>,T,1
Lab Santé,Carto indicateurs,"Intégration dictionnaire de notions, bons résultats",<2018-06-08 ven.>,P,1
Lab Santé,Carto indicateurs,Réplication des métriques INVENIS pour comparer les résultats,<2018-06-08 ven.>,P,
Lab Santé,Carto indicateurs,"Calcul de similarité textuelle entre indicateurs taggé et indicateurs à tagger, prediction kNN",<2018-06-08 ven.>,P,-1
Lab Santé,Carto indicateurs,Pruning du nombre de ngrams par importance relative après premier run xgboost,<2018-06-08 ven.>,P,1
Lab Santé,Carto indicateurs,Fix erreur de clef de jointure,<2018-06-08 ven.>,P,-1
Lab Santé,Carto indicateurs,Tests GloVe et LDA sur le texte puis intégration pour modèle de tagging,<2018-06-08 ven.>,P,1
Lab Santé,Carto indicateurs,"En cours, optimisation de certaines étapes chronophages",<2018-06-08 ven.>,P,1
Lab Santé,Formation,"Préparation nouvelle formation R Initiation dplyr, rvest, ggplot2, glmnet&gbm 17 inscrits",<2018-06-08 ven.>,C,1
Lab Santé,GUEPARD,Préparation réunion avec 2 speakers : intro historique et didactique à la cartographiqe puis exemples,<2018-06-08 ven.>,MT,1
Lab Santé,Pubmed,Dataviz en cours,<2018-06-08 ven.>,P,
Lab Santé,Dictionnaire,Généralisation du système de génération automatique du Dictionnaire des Codes via étude DARES,<2018-06-08 ven.>,P,1
Prévisecours,,Prototype viz: filtres et sliders,<2018-06-08 ven.>,P,
Prévisecours,,Tuto ElasticSearch + installation en local,<2018-06-08 ven.>,A,
Prévisecours,,Développement de modèles pour des sous groupes d'interventions,<2018-06-08 ven.>,P,
Prévisecours,,Aggrégation des modèles,<2018-06-08 ven.>,P,
Prévisecours,,Draft pour les articles sur prévisecours et notre méthode,<2018-06-08 ven.>,C,
Prévisecours,,Changement de TileLayers (celles de Heinsenberg ne sont plus dispo),<2018-06-08 ven.>,P,
Prévisecours,,Préparation de la presentation des corrélations pour le COPIL,<2018-06-08 ven.>,P,
Prévisecours,,Discussion pour un MIDITECH sur previsecours en octobre,<2018-06-08 ven.>,C,
Prévisecours,,COPIL 3 + CR,<2018-06-08 ven.>,C,
Prévisecours,,meetup Dataiku,<2018-06-08 ven.>,A,
SocialConnect,,CIS - 571 utilisateurs,<2018-06-08 ven.>,,
SocialConnect,,Après-midi d’ateliers ouverts SocialConnect à la Fonda,<2018-06-08 ven.>,CU,
SocialConnect,,"Organisation des expérimentations avec les financeurs, accompagnateur et observateurs",<2018-06-08 ven.>,P,
SocialConnect,,Copil “Numeriques en Communs” à La Paillasse (événement à Nantes les 13 et 14 septembre),<2018-06-08 ven.>,C,
SocialConnect,,Finalisation proposition intervention SocialConnect pour l’IGF (Internet Governance Forum),<2018-06-08 ven.>,C,
SocialConnect,,Discussion sur les scénarios de modèles économiques pour la pérennisation du projet post-EIG,<2018-06-08 ven.>,M,
SocialConnect,,Rencontre avec Latitudes (pour réponse à AAP programme “Tech for good explorers”),<2018-06-08 ven.>,M,
SocialConnect,,Ajout de 3 nouveaux sites scrapés par Elise et Bénédicte,<2018-06-08 ven.>,P,
BrigadeNumérique,,Formation de la brigade numérique sur le déploiement d'un produit numérique,<2018-06-15 ven.>,P,
CoachÉlèves,Cartographie,Mise en place architecture technique de la refonte du site DOMEN,<2018-06-15 ven.>,I,
CoachÉlèves,Décrochage,Production d'écrans pour projet CoachÉlève,<2018-06-15 ven.>,P,
CoachÉlèves,BDD Centrale,Arrivée des premiers jeux de données de la part de deux entreprises,<2018-06-15 ven.>,D,
CoachÉlèves,BDD Centrale,Rencontre membre du comité ISO sur Learning Analytics,<2018-06-15 ven.>,M,
EIG Node,,mega sprint sur le site V2,<2018-06-15 ven.>,C,
EIG Node,,accompagnement de défis candidats EIG3 DINSIC,<2018-06-15 ven.>,T,
EIG Node,,préparation des 2 prochaines semaines de présélection pour EIG3,<2018-06-15 ven.>,M,
EIG Node,,déjeuners « modèles économiques » avec les teams Social Connect et Archifiltre,<2018-06-15 ven.>,M,
EIG Node,,session mi-parcours,<2018-06-15 ven.>,A,
EIG Node,,présence datafin,<2018-06-15 ven.>,C,
EIG Node,,relecture blogpost Antoine (promis on le publie bientôt),<2018-06-15 ven.>,C,
EIG Node,,présentation de notre bilan « EIG node » mi-parcours à Laure Lucchesi,<2018-06-15 ven.>,M,
Signaux Faibles,,Frontend (aggregation data + affichage),<2018-06-15 ven.>,D,1
Signaux Faibles,,Réseau de neurones récurrent,<2018-06-15 ven.>,P,1
Signaux Faibles,,Echanges avec SESE et Darès a propos du projet,<2018-06-15 ven.>,CU,1
Signaux Faibles,,LLL,<2018-06-15 ven.>,LLL,1
Signaux Faibles,,Atelier opendata à la DGE,<2018-06-15 ven.>,C,1
Signaux Faibles,,Dispatch des détections / prise de rendez vous,<2018-06-15 ven.>,U,1
EIG Link,,Configuration de mon nouvel ordinateur,<2018-06-18 lun.>,P,1
EIG Link,,Préparation des sessions d'accompagnement 31/05-14/06-21/06,<2018-06-18 lun.>,P,
EIG Link,,Préparation et mise en oeuvre Étalab talk du 4 juin,<2018-06-18 lun.>,TS,
EIG Link,,Réunion Gobelins pour un point sur le partenariat Wikipédia,<2018-06-18 lun.>,P,
EIG Link,,Participation à l'inauguration du 110bis avec CoachÉlèves,<2018-06-18 lun.>,M,
EIG Link,,Réunion SocialConnect pour un point sur... l'avenir,<2018-06-18 lun.>,M,
EIG Link,,Présentation du programme EIG à Makesense,<2018-06-18 lun.>,M,
EIG Link,,Réunion CoachÉlèves pour un point global,<2018-06-18 lun.>,M,
EIG Link,,Présentation du défi EIG 1 au Forum Entreprendre dans la culture,<2018-06-18 lun.>,P,
EIG Link,,Préparation de propositions pour l'Internet Governance Forum,<2018-06-18 lun.>,PST,
EIG Link,,Préparation de défis EIG 3 portés par la DINSIC,<2018-06-18 lun.>,TS,
EIG Link,,Point EIG avec EIG Node et Laure Lucchesi,<2018-06-18 lun.>,M,
EIG Link,,Point Étalab sur la passation des outils EIG,<2018-06-18 lun.>,M,
EIG Link,,Travail de mise en forme sur agd.data.gouv.fr,<2018-06-18 lun.>,ST,
EIG Link,,Test de La machine à laver les données de Léo Bouloc,<2018-06-18 lun.>,ST,
EIG Link,,"Organisation et réalisation de la journée wiki·data·gouv,",<2018-06-18 lun.>,PT,
EIG Link,,Relecture des défis EIG pour le futur site,<2018-06-18 lun.>,P,
EIG Link,,"Calendrier de rdv pour B@liseNav, SocialConnect, CoachÉlèves, Gobelins",<2018-06-18 lun.>,M,
BrigadeNumérique,,Benchmarking captcha open source pour l'outil de prise de RDV,<2018-06-22 ven.>,P,
CoachÉlèves,,Analyse des données BRNE,<2018-06-22 ven.>,D,
CoachÉlèves,,Définitions indicateurs avec Numéri'Lab et DBE B,<2018-06-22 ven.>,P,
CoachÉlèves,,Organisation d'une rencontre MEN/Chercheurs pour discuter données,<2018-06-22 ven.>,C,
CoachÉlèves,,Obtention de nouvelles données BRNE,<2018-06-22 ven.>,D,
CoachÉlèves,,Travaille de synthèse des indicateurs,<2018-06-22 ven.>,P,
BrigadeNumérique,,Encadrement guides utilisateur/administrateur d'un produit numérique,<2018-06-29 ven.>,D,
CoachÉlèves,,Rencontre de CPE et des Équipes Mobiles de Sécurité dans différents établissements du Val-de-Marne,<2018-06-29 ven.>,A,
CoachÉlèves,,Présentation de nos travaux à la journée des Délégués Académiques et Numériques (DAN),<2018-06-29 ven.>,C,
CoachÉlèves,,Présentation fonctionnement chatbots et définition des axes d’appuie pour le CNED,<2018-06-29 ven.>,M,
EIG Node,,Évaluation et présélection des défis – MERCI à tous et BRAVO a Soizic !,<2018-06-29 ven.>,M,
EIG Node,,Préparation du jury – BRAVO à Sophie !,<2018-06-29 ven.>,M,
EIG Node,,Avancées sur le site web,<2018-06-29 ven.>,P,
EIG Node,,Roadmap équipe EIG node 5 prochains mois,<2018-06-29 ven.>,M,
EIG Node,,Point bilan avec Laure Lucchesi et Henri Verdier à J,<2018-06-29 ven.>,T,
EIG Link,,Avancées sur le site web,<2018-06-29 ven.>,P,
EIG Link,,Réunion de travail avec les élèves de l'ENA,<2018-06-29 ven.>,C,
EIG Link,,Participation à la réunion du collectif CIS,<2018-06-29 ven.>,C,
EIG Link,,Participation au festival Futur·e·s,<2018-06-29 ven.>,C,
EIG Link,,Session d'accompagnement EIG Demo Day,<2018-06-29 ven.>,C,
EIG Link,,Visite manufacture d'orgue d'Eschau à Strasbourg,<2018-06-29 ven.>,U,
EIG Link,,Conférence sur le numérique et le libre au CEREMA à Lille,<2018-06-29 ven.>,C,
EIG Link,,Préparation de la mission Étalab à Haïti,<2018-06-29 ven.>,P,
EIG Link,,Session EIG Off Tech frontend au LLL,<2018-06-29 ven.>,A,
EIG Link,,Installation d'un serveur shiny et FTP,<2018-06-29 ven.>,I,
EIG Link,,Aide Signaux Faibles pour serveur AWS,<2018-06-29 ven.>,P,
EIG Link,,Aide à la présélection des défis EIG 3,<2018-06-29 ven.>,M,
Gobelins,,Réunion d’information communication externe sur l’avancée du projet,<2018-06-29 ven.>,M,
Gobelins,,"Réunion com interne, pour article sur l’avancée du projet (sensibilisation interne)",<2018-06-29 ven.>,M,
Gobelins,,Présentation du travail en cours aux conservateurs du MN,<2018-06-29 ven.>,M,
Gobelins,,Invitation officielle à la rédaction de contenu pour les inspecteurs,<2018-06-29 ven.>,M,
Gobelins,,"Validation des classifications objets, matières, lieux de productions",<2018-06-29 ven.>,U,
Gobelins,,Planification des 1000 réunions (JPP),<2018-06-29 ven.>,M,
Gobelins,,Retro planning Laurie,<2018-06-29 ven.>,M,
Gobelins,,Point avec le responsable de la sécurité pour livraison art caméra,<2018-06-29 ven.>,M,
Gobelins,,Prépa réunion avec la direction,<2018-06-29 ven.>,M,
Gobelins,,Partage du contrat de cession de droit photo avec la com pour leurs photographes extérieurs,<2018-06-29 ven.>,M,
Gobelins,,Signature convention Google,<2018-06-29 ven.>,M,
Gobelins,,Livraison maquettes lexique responsive,<2018-06-29 ven.>,P,
Gobelins,,Livraison maquettes fiches objets responsives,<2018-06-29 ven.>,P,
Gobelins,,Backend: gestion des dimensions des objets,<2018-06-29 ven.>,P,
Gobelins,,Backend: aggregations ES pour filtres,<2018-06-29 ven.>,P,
Gobelins,,Refactoring des mappings ES pour une question de perf,<2018-06-29 ven.>,P,
Gobelins,,"EIG off GraphQL & VueJS, merci Tiphaine c’était très intéressant.",<2018-06-29 ven.>,A,
Lab Santé,Formation,R initiation 1 journée 10 inscrits -> 6 présents le matin -> 4 l’aprem,<2018-06-29 ven.>,T,-1
Lab Santé,Indicateurs de santé & shiny@drees,support développement d’une app Shiny de restitution dans le cadre de la SNS : stratégie nationale de santé,<2018-06-29 ven.>,PT,1
Lab Santé,Indicateurs de santé,préparation de la présentation du 12 juillet sur la carto des indicateurs de santé avec approche active learning,<2018-06-29 ven.>,P,1
Lab Santé,Communauté EIG,Session Model Review LLL,<2018-06-29 ven.>,C,1
Lab Santé,SNDS server big data,Exploration des données du CEPIDC,<2018-06-29 ven.>,P,1
Lab Santé,SNDS server big data,Validation de stats CEPIDC,<2018-06-29 ven.>,P,1
